DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,414819663,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,528268988,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,438064494,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,351185258,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,311872693,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,373791635,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,527049525,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,295916864,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,425661075,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,418512804,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,329688058,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,409444230,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,LV,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,375056866,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,151400474,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,208579181,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,173062949,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,275551856,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,300213956,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,287798049,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,423804258,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,267038966,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,245274100,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,339067525,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,386025140,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,321565990,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,271387091,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,217462718,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,173179357,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,344121552,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,257756716,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,249130137,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,277851715,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,215742332,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,258541489,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,228856833,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,214912048,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,184965851,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,241148531,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,204647015,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,MT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,226243310,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,36755818243,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,33654310343,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,43408759543,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,40342455583,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,45843736642,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,45211121015,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,42546488230,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,48090462991,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,49603203355,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,50536327329,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,45893896278,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,41704942151,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,42913053053,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,37540039706,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,41335571133,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,38225704617,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,39954350952,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,37324058207,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,37688753502,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,37034957556,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,35550925010,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,39396101493,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,37396742084,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,33514000767,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,33228767068,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,32599076859,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,NL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,35266136642,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,8762852732,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,9278625576,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,11204750105,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,11109743093,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,9926418402,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,10924485628,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,10786842550,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,11444682820,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,12117135418,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,12766454181,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,11595188941,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,11209231699,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,10043435467,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,9059898543,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,10006168395,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,9231767826,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,9575187892,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,8806525846,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,8741603643,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,8664064267,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,8691708423,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,9895097765,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,9872531773,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,8665979801,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,8445339715,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,8687551833,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PL,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,8883755381,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,2382944777,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,2366335975,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,2532383520,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,2604591068,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,3161333430,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,3261042100,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,3084643061,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,3423291862,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,2947436193,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,2537369919,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,2822554579,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,2271108455,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,2395637284,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,2105755903,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,2300807858,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,2117261512,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,2543596422,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,2366110515,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,2230094472,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,2189959706,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,2191931204,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,2272471962,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,1968116453,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,2060895862,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,2021757958,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,2119791582,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,PT,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,2000762680,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,2709899759,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,2725279552,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,2843777996,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,2972993212,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,3116074207,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,3210599536,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,3508072529,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,3474524674,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,3221236077,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,3247366847,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,3098283489,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,2615402885,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,2617483057,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,2582287667,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,2803773399,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,2527665256,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,3062258469,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,2496026023,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,2571328557,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,2838148602,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,2642564121,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,3084359144,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,2588430780,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,2704825927,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,2394148107,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,2686156977,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,RO,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,2629009514,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,5168734757,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,5029854538,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,6170709136,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,5928496897,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-05,6258409116,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-06,6001421815,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-07,6198453310,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-08,6247302852,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-09,5730861303,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-10,6092767319,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-11,6405430714,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-12,5462166165,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-01,5144959964,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-02,4702065817,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-03,5417517613,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-04,4788839280,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-05,5067967555,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-06,4670958949,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-07,3877724612,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-08,4851033282,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-09,4917083274,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-10,5275779374,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-11,4844475750,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2023-12,4636689465,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-01,4630281182,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-02,4587249108,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SE,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2024-03,4879684666,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SI,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-01,2076437026,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SI,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-02,2192982359,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SI,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-03,2559742411,
ESTAT:DS-045409(1.0),21/05/24 11:00:00,M,SI,EU27_2020_EXTRA,TOTAL,1,VALUE_IN_EUROS,2022-04,2638220168,
