Fluxo,Ano,Países,Valor US$ FOB
Importação ,2021,Filipinas,300490863
Importação ,2021,Togo,280348740
Importação ,2021,Barein,277488236
Importação ,2021,Eslováquia,268336687
Importação ,2021,Ucrânia,211429917
Importação ,2021,Angola,169473452
Importação ,2021,Venezuela,162529913
Importação ,2021,Cazaquistão,140399976
Importação ,2021,Jordânia,130526467
Importação ,2021,Panamá,120093654
Importação ,2021,Gana,119154645
Importação ,2021,Equador,118790875
Importação ,2021,Bangladesh,117838848
Importação ,2021,Eslovênia,103267737
Importação ,2021,Turcomenistão,102467722
Importação ,2021,Paquistão,95683954
Importação ,2021,Grécia,95334319
Importação ,2021,Costa do Marfim,84261235
Importação ,2021,Tunísia,79710792
Importação ,2021,Bulgária,77337023
Importação ,2021,Lituânia,73731209
Importação ,2021,Costa Rica,71636350
Importação ,2021,Sri Lanka,66809071
Importação ,2021,Nova Zelândia,66275466
Importação ,2021,Irã,65274193
Importação ,2021,Luxemburgo,65185364
Importação ,2021,Guatemala,64312249
Importação ,2021,Estônia,53873022
Importação ,2021,Coveite (Kuweit),50550488
Importação ,2021,Azerbaijão,48517317
Importação ,2021,Camboja,43824073
Importação ,2021,Sérvia,38795756
Importação ,2021,Letônia,38633588
Importação ,2021,República Dominicana,27646229
Importação ,2021,Croácia,25614308
Importação ,2021,"Congo, República Democrática",23745732
Importação ,2021,"Bonaire, Saint Eustatius e Saba",23641606
Importação ,2021,Honduras,21293789
Importação ,2021,Líbia,21054919
Importação ,2021,Líbano,20317330
Importação ,2021,Curaçao,18534925
Importação ,2021,Senegal,15997937
Importação ,2021,Malta,13277057
Importação ,2021,Macedônia,13136622
Importação ,2021,Islândia,12467005
Importação ,2021,San Marino,11219422
Importação ,2021,Liechtenstein,11043809
Importação ,2021,Geórgia,8546710
Importação ,2021,Macau,8537072
Importação ,2021,Mianmar,7500750
Importação ,2021,Guiana,6859946
Importação ,2021,El Salvador,6448954
Importação ,2021,Mônaco,6281312
Importação ,2021,Bósnia-Herzegovina,5720034
Importação ,2021,Uzbequistão,4534409
Importação ,2021,Samoa,4531907
Importação ,2021,Nicarágua,4032970
Importação ,2021,Camarões,3717910
Importação ,2021,Albânia,3648480
Importação ,2021,Madagascar,3627640
Importação ,2021,Moldávia,3464257
Importação ,2021,Chipre,3459319
Importação ,2021,"Cayman, Ilhas",2600690
Importação ,2021,Cuba,2348150
Importação ,2021,Tadjiquistão,2194147
Importação ,2021,Malavi,2108139
Importação ,2021,Moçambique,2021780
Importação ,2021,Guiné,1838771
Importação ,2021,Laos,1783351
Importação ,2021,Zâmbia,1611070
Importação ,2021,Suriname,1294904
Importação ,2021,"Virgens, Ilhas (Britânicas)",1150984
Importação ,2021,Toquelau,1091950
Importação ,2021,Haiti,973522
Importação ,2021,Mongólia,911064
Importação ,2021,Seicheles,909664
Importação ,2021,Quênia,736816
Importação ,2021,Tanzânia,649928
Importação ,2021,Afeganistão,621595
Importação ,2021,Bermudas,609906
Importação ,2021,Nova Caledônia,609753
Importação ,2021,Anguilla,587585
Importação ,2021,Maurício,581363
Importação ,2021,Zimbábue,501951
Importação ,2021,Mali,487543
Importação ,2021,Guiné-Bissau,468897
Importação ,2021,Barbados,437341
Importação ,2021,Butão,398372
Importação ,2021,Serra Leoa,371096
Importação ,2021,Etiópia,334619
Importação ,2021,Palestina,325953
Importação ,2021,Armênia,272774
Importação ,2021,Nepal,245610
Importação ,2021,Ilha de Man,240557
Importação ,2021,Sudão,210515
Importação ,2021,"Virgens, Ilhas (Americanas)",210316
Importação ,2021,Comores,199521
Importação ,2021,"Cocos (Keeling), Ilhas",177113
Importação ,2021,"Pacífico, Ilhas do (EUA)",168296
Importação ,2021,Belize,158220
Importação ,2021,Jamaica,155968
Importação ,2021,"Christmas (Navidad), Ilha",149630
Importação ,2021,Jersey,132163
Importação ,2021,"Marshall, Ilhas",122995
Importação ,2021,Namíbia,109373
Importação ,2021,"Aland, Ilhas",100466
Importação ,2021,Andorra,87019
Importação ,2021,Coreia do Norte,79395
Importação ,2021,Brunei,79161
Importação ,2021,Papua Nova Guiné,71528
Importação ,2021,Benin,61089
Importação ,2021,Síria,59306
Importação ,2021,Aruba,57517
Importação ,2021,Suazilândia,57001
Importação ,2021,República Centro-Africana,55841
Importação ,2021,Granada,49144
Importação ,2021,Níger,46459
Importação ,2021,Guadalupe,40393
Importação ,2021,Pitcairn,40059
Importação ,2021,Chade,36836
Importação ,2021,São Cristóvão e Névis,33859
Importação ,2021,Gabão,30748
Importação ,2021,Uganda,30310
Importação ,2021,Cabo Verde,29709
Importação ,2021,São Tomé e Príncipe,27730
Importação ,2021,Polinésia Francesa,27638
Importação ,2021,Dominica,25452
Importação ,2021,Quirguistão,25156
Importação ,2021,Guernsey,19177
Importação ,2021,Iêmen,17287
Importação ,2021,Reunião,16457
Importação ,2021,Samoa Americana,14320
Importação ,2021,Botsuana,10320
Importação ,2021,Montenegro,9663
Importação ,2021,Ruanda,9547
Importação ,2021,Bahamas,7610
Importação ,2021,Congo,7401
Importação ,2021,Eritreia,5582
Importação ,2021,Maldivas,5143
Importação ,2021,Somália,4962
Importação ,2021,Lesoto,4702
Importação ,2021,Tonga,4432
Importação ,2021,Burundi,4290
Importação ,2021,"Faroe, Ilhas",3460
Importação ,2021,Fiji,3169
Importação ,2021,Djibuti,2970
Importação ,2021,Antártica,2935
Importação ,2021,"Geórgia do Sul e Sandwich do Sul, Ilhas",2915
Importação ,2021,Antígua e Barbuda,2450
Importação ,2021,Guam,2418
Importação ,2021,Palau,2382
Importação ,2021,Falkland (Malvinas),2046
Importação ,2021,Santa Helena,1681
Importação ,2021,Micronésia,1350
Importação ,2021,"Turcas e Caicos, Ilhas",1162
Importação ,2021,Kiribati,1087
Importação ,2021,Montserrat,854
Importação ,2021,Gâmbia,846
Importação ,2021,"Salomão, Ilhas",700
Importação ,2021,Vanuatu,690
Importação ,2021,Burkina Faso,683
Importação ,2021,"Norfolk, Ilha",650
Importação ,2021,Libéria,482
Importação ,2021,Organizações Internacionais,461
Importação ,2021,Niue,447
Importação ,2021,Santa Lúcia,357
Importação ,2021,"São Martinho, Ilha de (parte francesa)",347
Importação ,2021,Gibraltar,204
Importação ,2021,"Bouvet, Ilha",180
Importação ,2021,Sudão do Sul,93
Importação ,2021,Guiana Francesa,90
Importação ,2021,Tuvalu,60
Importação ,2021,Timor Leste,26
Importação ,2021,Vaticano,17
Importação ,2020,China,34778441387
Importação ,2020,Estados Unidos,27875749399
Importação ,2020,Alemanha,9369072621
Importação ,2020,Argentina,7897095769
Importação ,2020,Coreia do Sul,4496903760
Importação ,2020,Japão,4191338382
Importação ,2020,Índia,4167453691
Importação ,2020,França,4151451965
Importação ,2020,Itália,4076513896
Importação ,2020,México,3862357510
Importação ,2020,Paraguai,2971508865
Importação ,2020,Chile,2895554015
Importação ,2020,Rússia,2747251333
Importação ,2020,Espanha,2632578938
Importação ,2020,Vietnã,2347648827
Importação ,2020,Reino Unido,2331422210
Importação ,2020,Taiwan (Formosa),2056041816
Importação ,2020,Canadá,1923435028
Importação ,2020,Suíça,1917121733
Importação ,2020,Arábia Saudita,1527534925
Importação ,2020,Tailândia,1478243567
Importação ,2020,Bélgica,1411216287
Importação ,2020,Países Baixos (Holanda),1385096580
Importação ,2020,Colômbia,1314654363
Importação ,2020,Suécia,1236850614
Importação ,2020,Dinamarca,1177363010
Importação ,2020,Malásia,1170277857
Importação ,2020,Indonésia,1139670526
Importação ,2020,Marrocos,1126300384
Importação ,2020,Uruguai,1111744644
Importação ,2020,Bolívia,1078728258
Importação ,2020,Israel,1024838293
Importação ,2020,Áustria,851982979
Importação ,2020,Singapura,823562920
Importação ,2020,Portugal,805808570
Importação ,2020,Argélia,770125707
Importação ,2020,Emirados Árabes Unidos,733993857
Importação ,2020,Peru,730269814
Importação ,2020,Turquia,717574412
Importação ,2020,Noruega,627876606
Importação ,2020,Polônia,618561667
Importação ,2020,África do Sul,612238450
Importação ,2020,Hong Kong,590324128
Importação ,2020,Austrália,573977420
Importação ,2020,Irlanda,573584888
Importação ,2020,Belarus,541841547
Importação ,2020,Catar,503258526
Importação ,2020,Finlândia,499939106
Importação ,2020,"Tcheca, República",446884509
Importação ,2020,Nigéria,426515385
Importação ,2020,Hungria,334626994
Importação ,2020,Porto Rico,331369330
Importação ,2020,Filipinas,266045084
Importação ,2020,Brasil,248953694
Importação ,2020,Romênia,239956054
Importação ,2020,Egito,212188566
Importação ,2020,Angola,185149982
Importação ,2020,Trinidad e Tobago,181499104
Importação ,2020,Omã,156326099
Importação ,2020,Eslováquia,150860797
Importação ,2020,Bangladesh,127768510
Importação ,2020,Panamá,124277339
Importação ,2020,Irã,116040077
Importação ,2020,Barein,111158448
Importação ,2020,Iraque,101694718
Importação ,2020,Equador,87201909
Importação ,2020,Costa do Marfim,82287541
Importação ,2020,Eslovênia,80378059
Importação ,2020,Cazaquistão,78951948
Importação ,2020,Venezuela,76034284
Importação ,2020,Ucrânia,71500724
Importação ,2020,Paquistão,65891539
Importação ,2020,Gana,64650753
Importação ,2020,Grécia,61663332
Importação ,2020,Nova Zelândia,57707745
Importação ,2020,Bulgária,54593682
Importação ,2020,Jordânia,54289529
Importação ,2020,Sri Lanka,49713056
Importação ,2020,Guatemala,48547341
Importação ,2020,Tunísia,46282157
Importação ,2020,Turcomenistão,43172522
Importação ,2020,Costa Rica,42248151
Importação ,2020,Estônia,39865948
Importação ,2020,Luxemburgo,39595841
Importação ,2020,Moçambique,38842272
Importação ,2020,Camboja,37227583
Importação ,2020,Lituânia,32773234
Importação ,2020,Sérvia,30378700
Importação ,2020,Togo,29431007
Importação ,2020,República Dominicana,24979632
Importação ,2020,Líbia,24311311
Importação ,2020,Letônia,18927893
Importação ,2020,Guiana,16999761
Importação ,2020,Malta,12616895
Importação ,2020,Croácia,12275899
Importação ,2020,Guiné,11978235
Importação ,2020,Mianmar,11839378
Importação ,2020,Namíbia,11240577
Importação ,2020,Honduras,10774506
Importação ,2020,Islândia,8389483
Importação ,2020,Liechtenstein,8072907
Importação ,2020,San Marino,6717839
Importação ,2020,El Salvador,5297154
Importação ,2020,Mônaco,5101025
Importação ,2020,Macedônia,4371955
Importação ,2020,Guiné Equatorial,4046370
Importação ,2020,Coveite (Kuweit),3572574
Importação ,2020,"Congo, República Democrática",3423846
Importação ,2020,Camarões,3140307
Importação ,2020,Cuba,3052129
Importação ,2020,Líbano,2978719
Importação ,2020,Chipre,2918992
Importação ,2020,Bahamas,2853900
Importação ,2020,Madagascar,2722231
Importação ,2020,Macau,2658856
Importação ,2020,Suriname,2608842
Importação ,2020,Bósnia-Herzegovina,2560789
Importação ,2020,Moldávia,2361724
Importação ,2020,"Cayman, Ilhas",2172191
Importação ,2020,"Virgens, Ilhas (Britânicas)",1865809
Importação ,2020,Samoa,1820938
Importação ,2020,Geórgia,1690461
Importação ,2020,Uzbequistão,1600947
Importação ,2020,Nicarágua,1573624
Importação ,2020,Laos,1255954
Importação ,2020,Suazilândia,1204612
Importação ,2020,Tanzânia,1175749
Importação ,2020,Haiti,1109619
Importação ,2020,Quênia,1099693
Importação ,2020,Albânia,1084033
Importação ,2020,Jamaica,891715
Importação ,2020,Barbados,846002
Importação ,2020,Palestina,780444
Importação ,2020,Sudão,760364
Importação ,2020,Toquelau,732197
Importação ,2020,Azerbaijão,672397
Importação ,2020,Maurício,669361
Importação ,2020,Senegal,664013
Importação ,2020,"Pacífico, Ilhas do (EUA)",628033
Importação ,2020,Guiné-Bissau,606215
Importação ,2020,Zâmbia,577893
Importação ,2020,Malavi,575855
Importação ,2020,Tadjiquistão,552265
Importação ,2020,Ruanda,543964
Importação ,2020,Síria,485699
Importação ,2020,Butão,383284
Importação ,2020,Nova Caledônia,367396
Importação ,2020,Libéria,363011
Importação ,2020,Mali,321211
Importação ,2020,"Cocos (Keeling), Ilhas",292184
Importação ,2020,Belize,258802
Importação ,2020,Mongólia,248064
Importação ,2020,Afeganistão,218701
Importação ,2020,Ilha de Man,217321
Importação ,2020,Anguilla,204888
Importação ,2020,"Marshall, Ilhas",204406
Importação ,2020,Pitcairn,159276
Importação ,2020,Nepal,140527
Importação ,2020,Seicheles,128821
Importação ,2020,Brunei,114267
Importação ,2020,Comores,104663
Importação ,2020,Papua Nova Guiné,100788
Importação ,2020,Território Britânico do Oceano Índico,100438
Importação ,2020,Etiópia,98012
Importação ,2020,Serra Leoa,84490
Importação ,2020,Timor Leste,82522
Importação ,2020,Armênia,78264
Importação ,2020,"Virgens, Ilhas (Americanas)",74665
Importação ,2020,Curaçao,73313
Importação ,2020,São Cristóvão e Névis,71850
Importação ,2020,Samoa Americana,71606
Importação ,2020,Polinésia Francesa,70598
Importação ,2020,Fiji,65041
Importação ,2020,Zimbábue,62259
Importação ,2020,Granada,61807
Importação ,2020,Montenegro,61004
Importação ,2020,Burkina Faso,55060
Importação ,2020,Tonga,51581
Importação ,2020,Antígua e Barbuda,50454
Importação ,2020,"Christmas (Navidad), Ilha",42047
Importação ,2020,Uganda,39278
Importação ,2020,Iêmen,32056
Importação ,2020,Andorra,26813
Importação ,2020,Congo,24886
Importação ,2020,Cabo Verde,20843
Importação ,2020,Níger,20719
Importação ,2020,Falkland (Malvinas),17925
Importação ,2020,"Bonaire, Saint Eustatius e Saba",16367
Importação ,2020,Coreia do Norte,15713
Importação ,2020,"Bouvet, Ilha",15499
Importação ,2020,Dominica,14826
Importação ,2020,"Aland, Ilhas",14351
Importação ,2020,Micronésia,14310
Importação ,2020,Sint Maarten,12554
Importação ,2020,Quirguistão,10343
Importação ,2020,"Faroe, Ilhas",10259
Importação ,2020,Saara Ocidental,9851
Importação ,2020,Terras Austrais Francesas,8118
Importação ,2020,Djibuti,7031
Importação ,2020,Gâmbia,6667
Importação ,2020,São Tomé e Príncipe,5930
Importação ,2020,Somália,5092
Importação ,2020,Santa Helena,4991
Importação ,2020,Svalbard e Jan Mayen,2800
Importação ,2020,República Centro-Africana,2391
Importação ,2020,Botsuana,2183
Importação ,2020,Gabão,2071
Importação ,2020,Tuvalu,2070
Importação ,2020,Nauru,1954
Importação ,2020,Jersey,1864
Importação ,2020,"Turcas e Caicos, Ilhas",1762
Importação ,2020,"Geórgia do Sul e Sandwich do Sul, Ilhas",1582
Importação ,2020,"Salomão, Ilhas",1580
Importação ,2020,Montserrat,1357
Importação ,2020,Gibraltar,1020
Importação ,2020,Bermudas,1006
Importação ,2020,Guiana Francesa,950
Importação ,2020,"Heard e ilhas mcdonald, Ilha",863
Importação ,2020,"Wallis e Futuna, Ilhas",789
Importação ,2020,Vanuatu,662
Importação ,2020,Kiribati,542
Importação ,2020,Guadalupe,452
Importação ,2020,Reunião,393
Importação ,2020,Palau,322
Importação ,2020,Maldivas,298
Importação ,2020,Niue,83
Importação ,2020,Eritreia,83
Importação ,2020,Vaticano,79
Importação ,2020,Aruba,78
Importação ,2020,Lesoto,71
Importação ,2020,Santa Lúcia,62
Importação ,2020,Chade,59
Importação ,2020,Bancos Centrais,20
Importação ,2020,Antártica,7
Importação ,2020,Burundi,5
Importação ,2020,São Pedro e Miquelon,5
Importação ,2019,China,36028297004
Importação ,2019,Estados Unidos,34774253640
Importação ,2019,Alemanha,10833389190
Importação ,2019,Argentina,10650947790
Importação ,2019,México,5106480181
Importação ,2019,Coreia do Sul,5049844942
Importação ,2019,França,4861530695
Importação ,2019,Japão,4739835880
Importação ,2019,Itália,4685685874
Importação ,2019,Índia,4536993946
Importação ,2019,Rússia,3715806864
Importação ,2019,Chile,3176588582
Importação ,2019,Espanha,2985831590
Importação ,2019,Paraguai,2803303811
Importação ,2019,Suíça,2589493692
Importação ,2019,Vietnã,2544010487
Importação ,2019,Reino Unido,2542422437
Importação ,2019,Canadá,2437274159
Importação ,2019,Arábia Saudita,2299606685
Importação ,2019,Taiwan (Formosa),2216117859
Importação ,2019,Países Baixos (Holanda),2173812490
Importação ,2019,Bélgica,1762003350
Importação ,2019,Argélia,1732846705
Importação ,2019,Tailândia,1679198652
Importação ,2019,Singapura,1674346064
Importação ,2019,Peru,1536565312
Importação ,2019,Colômbia,1446588496
Importação ,2019,Malásia,1385671239
Importação ,2019,Bolívia,1365971470
Importação ,2019,Suécia,1351949029
Importação ,2019,Indonésia,1311829574
Importação ,2019,Israel,1218105620
Importação ,2019,Uruguai,1113482343
Importação ,2019,Marrocos,967254368
Importação ,2019,Áustria,963198001
Importação ,2019,Austrália,952352148
Importação ,2019,Dinamarca,918659796
Importação ,2019,Nigéria,917664608
Importação ,2019,Portugal,879515203
Importação ,2019,Turquia,793737973
Importação ,2019,África do Sul,751990917
Importação ,2019,Polônia,661417567
Importação ,2019,Noruega,615246283
Importação ,2019,Hong Kong,608563529
Importação ,2019,Belarus,594153804
Importação ,2019,Irlanda,588067295
Importação ,2019,Emirados Árabes Unidos,554564354
Importação ,2019,"Tcheca, República",521868236
Importação ,2019,Finlândia,476339557
Importação ,2019,Hungria,348241155
Importação ,2019,Brasil,345990688
Importação ,2019,Catar,338280133
Importação ,2019,Porto Rico,332418449
Importação ,2019,Romênia,325245405
Importação ,2019,Egito,314965566
Importação ,2019,Filipinas,281455128
Importação ,2019,Trinidad e Tobago,252026480
Importação ,2019,Iraque,234584520
Importação ,2019,Bangladesh,179861388
Importação ,2019,Líbia,166737993
Importação ,2019,Grécia,163078199
Importação ,2019,Eslováquia,158097931
Importação ,2019,Costa do Marfim,152873946
Importação ,2019,Angola,140498465
Importação ,2019,Irã,116229972
Importação ,2019,"Congo, República Democrática",115219674
Importação ,2019,Moçambique,112019961
Importação ,2019,Barein,111866695
Importação ,2019,Ucrânia,106685707
Importação ,2019,Coveite (Kuweit),97959841
Importação ,2019,Omã,89342564
Importação ,2019,Eslovênia,84075628
Importação ,2019,Equador,82911684
Importação ,2019,Venezuela,80859267
Importação ,2019,Paquistão,79431557
Importação ,2019,Nova Zelândia,70025915
Importação ,2019,Cazaquistão,63742768
Importação ,2019,Tunísia,62515406
Importação ,2019,Sri Lanka,61285115
Importação ,2019,Bulgária,57982331
Importação ,2019,Camboja,50337041
Importação ,2019,Costa Rica,49826396
Importação ,2019,Guiné Equatorial,34015256
Importação ,2019,Luxemburgo,33224331
Importação ,2019,Guatemala,32470517
Importação ,2019,Camarões,31538018
Importação ,2019,Gana,31040486
Importação ,2019,Jordânia,27354461
Importação ,2019,Estônia,26550301
Importação ,2019,Sérvia,25355750
Importação ,2019,Lituânia,24176928
Importação ,2019,Zâmbia,24003419
Importação ,2019,República Dominicana,23535130
Importação ,2019,Turcomenistão,23352530
Importação ,2019,Croácia,22419607
Importação ,2019,Togo,20207639
Importação ,2019,Letônia,18767722
Importação ,2019,Mianmar,14275268
Importação ,2019,Malta,13770478
Importação ,2019,Panamá,13485890
Importação ,2019,Honduras,13308343
Importação ,2019,Liechtenstein,13160768
Importação ,2019,Islândia,12331711
Importação ,2019,Líbano,9720969
Importação ,2019,Geórgia,8647361
Importação ,2019,Cuba,8539874
Importação ,2019,San Marino,8482452
Importação ,2019,Macedônia,7704405
Importação ,2019,Uzbequistão,7482446
Importação ,2019,El Salvador,7300630
Importação ,2019,Mônaco,5002783
Importação ,2019,Moldávia,4949647
Importação ,2019,Senegal,4763314
Importação ,2019,Nicarágua,4135749
Importação ,2019,Chipre,3738127
Importação ,2019,Madagascar,3221444
Importação ,2019,Macau,2783235
Importação ,2019,Níger,2589541
Importação ,2019,Síria,2464046
Importação ,2019,"Bonaire, Saint Eustatius e Saba",2427386
Importação ,2019,Libéria,2388337
Importação ,2019,Haiti,2166850
Importação ,2019,Bósnia-Herzegovina,2158246
Importação ,2019,Belize,1983294
Importação ,2019,Samoa,1864556
Importação ,2019,"Cayman, Ilhas",1677105
Importação ,2019,"Virgens, Ilhas (Britânicas)",1604675
Importação ,2019,Laos,1574413
Importação ,2019,Malavi,1463617
Importação ,2019,Albânia,1458450
Importação ,2019,Quênia,1310080
Importação ,2019,Mongólia,1041144
Importação ,2019,Bahamas,981970
Importação ,2019,Suriname,979498
Importação ,2019,Guiné-Bissau,851254
Importação ,2019,Maurício,819543
Importação ,2019,Jamaica,785568
Importação ,2019,Tadjiquistão,702456
Importação ,2019,Toquelau,700692
Importação ,2019,Gabão,650569
Importação ,2019,São Cristóvão e Névis,519183
Importação ,2019,Sudão,506529
Importação ,2019,Palestina,490449
Importação ,2019,Afeganistão,454393
Importação ,2019,Azerbaijão,390168
Importação ,2019,Zimbábue,372959
Importação ,2019,Guiana,300692
Importação ,2019,"Marshall, Ilhas",281269
Importação ,2019,Papua Nova Guiné,237225
Importação ,2019,Butão,236047
Importação ,2019,Namíbia,197117
Importação ,2019,Seicheles,169485
Importação ,2019,Armênia,155672
Importação ,2019,Guiné,149664
Importação ,2019,Antígua e Barbuda,143654
Importação ,2019,Nepal,134547
Importação ,2019,Vanuatu,129723
Importação ,2019,Gâmbia,121601
Importação ,2019,Suazilândia,117951
Importação ,2019,Nova Caledônia,109847
Importação ,2019,Chade,107677
Importação ,2019,Brunei,103055
Importação ,2019,Etiópia,98232
Importação ,2019,"Virgens, Ilhas (Americanas)",92584
Importação ,2019,Fiji,89138
Importação ,2019,Curaçao,86131
Importação ,2019,Anguilla,85623
Importação ,2019,Barbados,73512
Importação ,2019,Groenlândia,71903
Importação ,2019,Comores,70422
Importação ,2019,Coreia do Norte,66625
Importação ,2019,Guiana Francesa,63976
Importação ,2019,Montenegro,57879
Importação ,2019,Mali,57748
Importação ,2019,Granada,51978
Importação ,2019,"Marianas do Norte, Ilhas",51959
Importação ,2019,Serra Leoa,51064
Importação ,2019,Lesoto,42907
Importação ,2019,Somália,42642
Importação ,2019,"Pacífico, Ilhas do (EUA)",42183
Importação ,2019,Falkland (Malvinas),40814
Importação ,2019,"Aland, Ilhas",36037
Importação ,2019,Martinica,34501
Importação ,2019,Uganda,34476
Importação ,2019,"Christmas (Navidad), Ilha",32648
Importação ,2019,Tanzânia,30802
Importação ,2019,São Vicente e Granadinas,29608
Importação ,2019,Palau,28195
Importação ,2019,Tonga,22090
Importação ,2019,Polinésia Francesa,19506
Importação ,2019,Vaticano,18914
Importação ,2019,Botsuana,18826
Importação ,2019,Território Britânico do Oceano Índico,18356
Importação ,2019,Iêmen,16601
Importação ,2019,"Faroe, Ilhas",15241
Importação ,2019,"Turcas e Caicos, Ilhas",15165
Importação ,2019,Guadalupe,12139
Importação ,2019,Kiribati,12064
Importação ,2019,Dominica,11878
Importação ,2019,Andorra,11556
Importação ,2019,São Tomé e Príncipe,9375
Importação ,2019,Cabo Verde,8772
Importação ,2019,Congo,7230
Importação ,2019,"Cocos (Keeling), Ilhas",5560
Importação ,2019,Djibuti,5497
Importação ,2019,Bermudas,4886
Importação ,2019,República Centro-Africana,4501
Importação ,2019,Burkina Faso,4332
Importação ,2019,Sint Maarten,4185
Importação ,2019,Jersey,3740
Importação ,2019,Mauritânia,2397
Importação ,2019,A Designar,2366
Importação ,2019,Quirguistão,2340
Importação ,2019,Ruanda,2087
Importação ,2019,"Salomão, Ilhas",580
Importação ,2019,Montserrat,532
Importação ,2019,Maldivas,314
Importação ,2019,Santa Lúcia,307
Importação ,2019,"Geórgia do Sul e Sandwich do Sul, Ilhas",242
Importação ,2019,São Pedro e Miquelon,186
Importação ,2019,"São Martinho, Ilha de (parte francesa)",180
Importação ,2019,"Wallis e Futuna, Ilhas",139
Importação ,2019,Gibraltar,134
Importação ,2019,Micronésia,127
Importação ,2019,Sudão do Sul,113
Importação ,2019,Timor Leste,61
Importação ,2019,Santa Helena,23
Importação ,2019,Tuvalu,4
Importação ,2019,Samoa Americana,2
Importação ,2018,China,35157236888
Importação ,2018,Estados Unidos,32831387703
Importação ,2018,Argentina,11128984988
Importação ,2018,Alemanha,10939098260
Importação ,2018,Coreia do Sul,5475177463
Importação ,2018,México,5281180492
Importação ,2018,França,5209950414
Importação ,2018,Itália,4919209003
Importação ,2018,Japão,4849484603
Importação ,2018,Índia,3867821907
Importação ,2018,Rússia,3403255124
Importação ,2018,Chile,3381546141
Importação ,2018,Espanha,3098978438
Importação ,2018,Paraguai,2798925878
Importação ,2018,Reino Unido,2427640607
Importação ,2018,Argélia,2419577995
Importação ,2018,Canadá,2375750843
Importação ,2018,Vietnã,2321523686
Importação ,2018,Arábia Saudita,2318572298
Importação ,2018,Suíça,2250495578
Importação ,2018,Taiwan (Formosa),2210502943
Importação ,2018,Bélgica,1888830790
Importação ,2018,Peru,1814364084
Importação ,2018,Colômbia,1717531046
Importação ,2018,Países Baixos (Holanda),1708078813
Importação ,2018,Tailândia,1681308528
Importação ,2018,Bolívia,1636482915
Importação ,2018,Malásia,1627951705
Importação ,2018,Nigéria,1557063814
Importação ,2018,Indonésia,1356221291
Importação ,2018,Suécia,1350402730
Importação ,2018,Israel,1178121301
Importação ,2018,Áustria,1167183942
Importação ,2018,Uruguai,1160340743
Importação ,2018,Austrália,1125271754
Importação ,2018,Portugal,989381402
Importação ,2018,Marrocos,930058695
Importação ,2018,Hong Kong,726870302
Importação ,2018,Turquia,725985660
Importação ,2018,Polônia,700384126
Importação ,2018,Singapura,690261437
Importação ,2018,Dinamarca,689302429
Importação ,2018,África do Sul,664032724
Importação ,2018,Irlanda,641727430
Importação ,2018,Belarus,591025237
Importação ,2018,Emirados Árabes Unidos,561532769
Importação ,2018,Noruega,549778267
Importação ,2018,"Tcheca, República",530033787
Importação ,2018,Trinidad e Tobago,510411815
Importação ,2018,Finlândia,453902547
Importação ,2018,Hungria,387294212
Importação ,2018,Porto Rico,386729759
Importação ,2018,Brasil,345880403
Importação ,2018,Iraque,327172645
Importação ,2018,Romênia,322734014
Importação ,2018,Filipinas,279507879
Importação ,2018,Catar,272924666
Importação ,2018,Egito,269477485
Importação ,2018,Bangladesh,213325601
Importação ,2018,Coveite (Kuweit),212936998
Importação ,2018,Angola,210887005
Importação ,2018,Grécia,172823579
Importação ,2018,Venezuela,170876661
Importação ,2018,Eslováquia,140123764
Importação ,2018,Gana,140115295
Importação ,2018,Moçambique,131451737
Importação ,2018,Omã,124587907
Importação ,2018,Barein,116531484
Importação ,2018,Equador,112310876
Importação ,2018,Líbia,95210121
Importação ,2018,Eslovênia,81067533
Importação ,2018,Cazaquistão,80308980
Importação ,2018,"Congo, República Democrática",68590181
Importação ,2018,Paquistão,67063757
Importação ,2018,Bulgária,62943986
Importação ,2018,Ucrânia,61696762
Importação ,2018,Costa Rica,60935794
Importação ,2018,Nova Zelândia,60475886
Importação ,2018,Luxemburgo,59606707
Importação ,2018,Sri Lanka,58599847
Importação ,2018,Costa do Marfim,55264719
Importação ,2018,Estônia,42693176
Importação ,2018,Camboja,41285281
Importação ,2018,Irã,39916882
Importação ,2018,Guatemala,39863892
Importação ,2018,Lituânia,39019055
Importação ,2018,Cuba,33747838
Importação ,2018,Tunísia,31083256
Importação ,2018,Líbano,27535321
Importação ,2018,Sérvia,26995598
Importação ,2018,Zâmbia,18750434
Importação ,2018,República Dominicana,15872545
Importação ,2018,Croácia,14508262
Importação ,2018,Panamá,14375547
Importação ,2018,Honduras,14018027
Importação ,2018,Malta,13913291
Importação ,2018,Letônia,13235615
Importação ,2018,Islândia,13175029
Importação ,2018,"Cayman, Ilhas",11391218
Importação ,2018,Liechtenstein,9862481
Importação ,2018,San Marino,9496501
Importação ,2018,Guiné Equatorial,8519548
Importação ,2018,Jordânia,8297534
Importação ,2018,Mianmar,7283338
Importação ,2018,Macedônia,6123899
Importação ,2018,El Salvador,6121701
Importação ,2018,Turcomenistão,5706881
Importação ,2018,Mônaco,5537332
Importação ,2018,Senegal,4572944
Importação ,2018,Moldávia,4491780
Importação ,2018,Nicarágua,4244408
Importação ,2018,Madagascar,3080539
Importação ,2018,Macau,3046207
Importação ,2018,Bósnia-Herzegovina,2727249
